ID,Tweet,Match,Polarity
2373,dvatw given that  out of  university lecturers are left wing isnt it safe to conclude that our kids are safer not going to these,safe,POSITIVE
2374,businesscafe cipm and jaffna university mou to enhance inclusivity  ,enhance,POSITIVE
2375,flake mama always said one thing no one can take away from you is your education i said period so i present you me with a bs i,flake bs,NEGATIVE
2376,osstftoronto maybe one of the biggest takeaways at the end of the day will be this the bricksandmortar classroom is one of the big,,NEUTRAL
2377,flake mama always said one thing no one can take away from you is your education i said period so i present you me with a bs i,flake bs,NEGATIVE
2378,dvatw given that  out of  university lecturers are left wing isnt it safe to conclude that our kids are safer not going to these,safe,POSITIVE
2379,flake mama always said one thing no one can take away from you is your education i said period so i present you me with a bs i,flake bs,NEGATIVE
2380,flake mama always said one thing no one can take away from you is your education i said period so i present you me with a bs i,flake bs,NEGATIVE
2381,shoffmanab these layoffs are because abed adrianalagrange cut m just a couple of weeks ago of course layoff notices are being,layoff,NEGATIVE
2382,dvatw given that  out of  university lecturers are left wing isnt it safe to conclude that our kids are safer not going to these,safe,POSITIVE
2383,flake mama always said one thing no one can take away from you is your education i said period so i present you me with a bs i,flake bs,NEGATIVE
2384,flake mama always said one thing no one can take away from you is your education i said period so i present you me with a bs i,flake bs,NEGATIVE
2385,adegbohungbep lagosunrest  i can only blame their parents the most imagine you giving birth to a child you cant give university edu,blame,NEGATIVE
2386,flake mama always said one thing no one can take away from you is your education i said period so i present you me with a bs i,flake bs,NEGATIVE
2387,adegbohungbep lagosunrest  i can only blame their parents the most imagine you giving birth to a child you cant give university edu,blame,NEGATIVE
2388,lagosunrest  i can only blame their parents the most imagine you giving birth to a child you cant give university education   some will be saying olorun loun tomo illiterate mentality   those kids will now be hating their successful uncles for not taking care of them,blame illiterate hating successful,NEGATIVE
2389,midtgaard im excited to announce that i will be continuing my college education and athletic career at grand canyon university htt,excited grand,POSITIVE
2390,i ayessa abana a st year nursing student of the far eastern university stand firm that quality education must not be at the expense of students health and safety   feu pakinggan mo kami endclassesnowfeu  anonafeu ,,NEUTRAL
2391,conorduffynews heres the low down on the governments university pandemic relief package to be announced later today  it will unash,relief,POSITIVE
2392,islamic university god willing the final tests will be held remotely and start on the third day of the holy month of ramadan  medinaeducation education,willing holy,POSITIVE
